Date,Time,Weather,Road_Condition,Time_of_Day,Traffic,Accident_Type,Vehicle_Type,Accident_Reason,Latitude,Longitude,Severity
16-01-2025,02:01:46,Clear,Moderate,Night,High,Other,Truck,Other,40.57529867,-74.11948894,Medium
01-08-2025,04:08:46,Rain,Poor,Night,Low,Head-on,Car,Speeding,40.87052861,-73.82648756,High
13-08-2025,08:40:38,Clear,Good,Morning,Low,Rollover,Pedestrian,Running Red Light,40.62804376,-73.85573338,Medium
15-04-2025,05:17:24,Clear,Poor,Night,Medium,Head-on,Car,Speeding,40.78985132,-73.80664731,High
31-03-2025,06:07:14,Clear,Good,Night,Jam,Head-on,Car,Alcohol,40.81045598,-73.75062176,High
29-05-2025,15:24:19,Clear,Good,Afternoon,Medium,Other,Car,Distracted Driving,40.61619813,-73.72499857,Low
10-03-2025,05:42:05,Snow,Moderate,Night,Medium,Other,Bicycle,Alcohol,40.8395276,-73.92561031,Medium
31-01-2025,03:40:14,Clear,Good,Night,Medium,Side,Truck,Speeding,40.55251412,-74.11668723,Low
11-08-2025,07:29:01,Fog,Poor,Morning,Low,Side,Motorcycle,Speeding,40.84482057,-73.75379408,Medium
12-08-2025,05:12:45,Clear,Good,Night,Medium,Other,Motorcycle,Running Red Light,40.8746758,-73.70062997,Low
31-07-2025,16:32:56,Rain,Poor,Afternoon,Low,Rollover,Car,Distracted Driving,40.90173182,-73.9898803,High
26-05-2025,12:43:52,Clear,Moderate,Morning,Medium,Side,Car,Distracted Driving,40.83619274,-74.02976657,Low
08-05-2025,22:59:49,Rain,Good,Evening,High,Rollover,Car,Alcohol,40.57753081,-73.77793746,High
27-08-2025,18:24:32,Clear,Moderate,Afternoon,High,Side,Truck,Alcohol,40.60558285,-73.83112182,Low
21-08-2025,09:56:20,Clear,Good,Morning,High,Rear-end,Bus,Distracted Driving,40.68572652,-73.93387241,Low
08-06-2025,00:05:44,Clear,Poor,Night,Medium,Rollover,Truck,Weather,40.7289652,-73.71862395,High
16-03-2025,06:20:38,Rain,Good,Night,Medium,Head-on,Car,Running Red Light,40.84939701,-73.83257763,High
14-06-2025,14:18:29,Clear,Good,Afternoon,Low,Other,Car,Other,40.84371842,-74.04519127,Low
17-03-2025,10:10:16,Clear,Moderate,Morning,Low,Head-on,Car,Distracted Driving,40.56439428,-74.107332,Medium
16-06-2025,10:55:04,Rain,Construction,Morning,High,Head-on,Car,Running Red Light,40.6082782,-73.82178009,High
01-07-2025,02:44:05,Clear,Moderate,Night,Low,Side,Truck,Distracted Driving,40.70096127,-74.08577848,Low
26-02-2025,04:20:42,Clear,Moderate,Night,Low,Other,Truck,Speeding,40.75432672,-73.92156857,Low
23-05-2025,08:35:55,Rain,Good,Morning,High,Rollover,Car,Distracted Driving,40.60060788,-73.93200201,High
19-08-2025,16:30:56,Clear,Good,Afternoon,Medium,Other,Car,Distracted Driving,40.89157796,-73.8621179,Low
06-02-2025,18:43:45,Clear,Good,Afternoon,Low,Rear-end,Car,Other,40.87833978,-73.87809677,Low
05-01-2025,12:31:59,Clear,Good,Morning,High,Head-on,Motorcycle,Running Red Light,40.66687496,-73.94231235,Medium
21-05-2025,09:21:52,Snow,Good,Morning,Medium,Other,Car,Mechanical Failure,40.8508035,-74.09348627,Low
08-05-2025,13:26:26,Clear,Good,Afternoon,Medium,Head-on,Motorcycle,Weather,40.78112015,-73.77084549,Medium
01-08-2025,13:47:24,Clear,Good,Afternoon,Low,Other,Motorcycle,Alcohol,40.70166997,-73.71724213,Low
22-03-2025,01:54:23,Rain,Good,Night,Low,Head-on,Motorcycle,Distracted Driving,40.83909774,-74.13405947,High
08-03-2025,05:53:21,Clear,Good,Night,Medium,Rollover,Car,Running Red Light,40.61142,-73.92820849,Medium
04-01-2025,00:15:16,Clear,Good,Night,High,Rear-end,Car,Distracted Driving,40.79432419,-74.00965067,Medium
03-03-2025,02:58:11,Rain,Good,Night,Low,Head-on,Car,Alcohol,40.63894432,-74.01726993,High
20-06-2025,03:26:27,Clear,Construction,Night,Medium,Other,Bus,Speeding,40.63101257,-73.74928766,Medium
12-07-2025,06:12:07,Rain,Good,Night,Medium,Side,Motorcycle,Alcohol,40.76181366,-74.05631591,Medium
28-05-2025,16:46:26,Rain,Moderate,Afternoon,Medium,Other,Pedestrian,Weather,40.57592296,-74.01778127,Low
02-05-2025,19:34:01,Rain,Moderate,Evening,Low,Rear-end,Pedestrian,Weather,40.87163227,-74.01611904,Medium
03-03-2025,00:30:25,Fog,Good,Night,Medium,Rear-end,Truck,Distracted Driving,40.59109464,-73.84401925,Medium
23-05-2025,12:54:58,Clear,Moderate,Morning,Low,Side,Motorcycle,Weather,40.56666313,-73.77812894,Low
05-05-2025,01:19:21,Clear,Good,Night,High,Rollover,Car,Mechanical Failure,40.71020997,-73.73409298,High
28-05-2025,01:43:55,Clear,Good,Night,High,Head-on,Car,Alcohol,40.80358343,-73.71098123,High
02-08-2025,15:18:12,Clear,Good,Afternoon,Medium,Head-on,Car,Speeding,40.59327534,-74.06425118,Medium
14-08-2025,14:38:50,Clear,Moderate,Afternoon,Medium,Rollover,Car,Speeding,40.59746264,-73.95296808,Medium
20-08-2025,11:45:38,Snow,Moderate,Morning,Medium,Head-on,Car,Speeding,40.86602637,-73.78674592,Medium
22-08-2025,01:15:25,Clear,Poor,Night,High,Rear-end,Bicycle,Distracted Driving,40.66384824,-73.81425834,Medium
18-08-2025,06:29:32,Clear,Moderate,Night,High,Side,Car,Alcohol,40.85796785,-73.73730409,Medium
23-01-2025,02:45:05,Fog,Good,Night,Medium,Head-on,Car,Speeding,40.64862944,-74.05662807,High
18-01-2025,01:37:00,Rain,Moderate,Night,Medium,Head-on,Car,Weather,40.87015058,-73.9639951,High
14-08-2025,11:43:35,Clear,Good,Morning,High,Side,Motorcycle,Speeding,40.85546508,-73.8576828,Low
18-05-2025,12:11:47,Clear,Poor,Morning,Medium,Rear-end,Bus,Distracted Driving,40.59402476,-73.89568538,Low
19-05-2025,21:12:42,Clear,Moderate,Evening,Low,Rollover,Car,Mechanical Failure,40.66635035,-73.99100775,Medium
04-08-2025,13:01:56,Snow,Good,Afternoon,Low,Other,Car,Speeding,40.67054402,-73.87135219,Low
08-02-2025,13:15:22,Rain,Poor,Afternoon,Medium,Other,Bicycle,Other,40.74153223,-74.12745075,Medium
09-06-2025,13:03:32,Clear,Moderate,Afternoon,Low,Head-on,Car,Distracted Driving,40.64873067,-74.03033794,Medium
01-07-2025,23:42:03,Clear,Good,Evening,High,Rollover,Car,Alcohol,40.77078598,-73.87029327,High
28-08-2025,03:34:26,Clear,Poor,Night,Medium,Head-on,Truck,Weather,40.82609004,-73.72376871,High
12-06-2025,10:22:30,Rain,Good,Morning,High,Rear-end,Car,Mechanical Failure,40.81499429,-73.72388714,Medium
17-04-2025,06:05:51,Rain,Good,Night,Medium,Other,Truck,Weather,40.68076141,-73.77564052,Medium
03-01-2025,19:59:21,Clear,Good,Evening,Low,Rear-end,Bus,Weather,40.82460143,-73.79447648,Low
29-06-2025,20:43:04,Rain,Good,Evening,Medium,Rollover,Car,Speeding,40.73527677,-74.00010079,High
30-08-2025,15:12:02,Snow,Good,Afternoon,Low,Side,Bus,Running Red Light,40.78088667,-74.04935904,Low
16-06-2025,03:59:04,Rain,Good,Night,Low,Other,Car,Distracted Driving,40.72868066,-74.08818435,Medium
25-02-2025,00:21:32,Snow,Moderate,Night,Medium,Head-on,Car,Distracted Driving,40.65256555,-73.95215957,High
27-04-2025,14:35:01,Rain,Moderate,Afternoon,Medium,Other,Car,Running Red Light,40.75978987,-73.95894189,Low
23-07-2025,12:23:00,Clear,Good,Morning,High,Rollover,Car,Speeding,40.70343121,-73.90039486,Medium
25-04-2025,01:43:00,Clear,Moderate,Night,Low,Rollover,Truck,Distracted Driving,40.89749257,-73.84626097,Medium
05-08-2025,08:27:27,Rain,Moderate,Morning,High,Head-on,Car,Weather,40.81291725,-73.89199518,High
01-08-2025,17:36:26,Rain,Good,Afternoon,Low,Other,Motorcycle,Distracted Driving,40.73698164,-73.9502678,Low
13-06-2025,13:16:50,Rain,Good,Afternoon,High,Rollover,Truck,Speeding,40.55547979,-73.80852602,High
20-08-2025,21:19:21,Fog,Moderate,Evening,Medium,Rollover,Bus,Alcohol,40.63450246,-73.93931908,High
23-01-2025,09:31:30,Clear,Good,Morning,Low,Other,Car,Distracted Driving,40.66321553,-73.84174891,Low
21-02-2025,16:53:43,Clear,Good,Afternoon,Jam,Side,Truck,Speeding,40.60286311,-73.72814815,Low
22-06-2025,05:48:48,Snow,Moderate,Night,Low,Head-on,Pedestrian,Distracted Driving,40.63804526,-73.79151105,High
03-06-2025,00:25:02,Rain,Construction,Night,Low,Side,Motorcycle,Speeding,40.58453747,-73.82319745,Medium
25-03-2025,19:05:14,Rain,Poor,Evening,Medium,Other,Motorcycle,Distracted Driving,40.55598161,-73.90220343,Medium
22-08-2025,10:12:38,Snow,Good,Morning,Medium,Other,Car,Distracted Driving,40.61005821,-73.91833351,Low
02-04-2025,17:00:41,Clear,Moderate,Afternoon,Low,Rollover,Truck,Distracted Driving,40.59936304,-73.8817879,Medium
15-07-2025,03:13:45,Clear,Good,Night,Low,Other,Car,Other,40.58119748,-74.05176926,Low
20-05-2025,09:29:48,Rain,Moderate,Morning,Low,Side,Truck,Running Red Light,40.60405611,-73.726491,Low
10-06-2025,06:07:00,Clear,Construction,Night,Low,Other,Car,Distracted Driving,40.80199678,-74.08533896,Medium
05-04-2025,21:01:35,Clear,Good,Evening,Medium,Head-on,Truck,Speeding,40.65102954,-73.87011357,Medium
12-06-2025,06:49:26,Rain,Good,Night,Medium,Other,Car,Running Red Light,40.88545028,-74.05991035,Medium
02-05-2025,15:57:26,Clear,Good,Afternoon,Jam,Rollover,Car,Weather,40.73346195,-73.90128237,Medium
19-05-2025,10:00:07,Clear,Poor,Morning,Medium,Rollover,Motorcycle,Distracted Driving,40.77355717,-74.07195672,Medium
18-02-2025,19:45:46,Clear,Moderate,Evening,Low,Side,Car,Speeding,40.55236853,-73.93409252,Low
07-05-2025,05:25:42,Rain,Good,Night,Low,Other,Bicycle,Distracted Driving,40.77880598,-73.90412975,Medium
06-01-2025,18:12:42,Clear,Poor,Afternoon,Jam,Rear-end,Motorcycle,Speeding,40.68596254,-73.91305332,Medium
02-01-2025,16:12:51,Clear,Moderate,Afternoon,High,Side,Car,Weather,40.74993592,-73.79350208,Low
13-03-2025,22:17:04,Clear,Good,Evening,High,Rollover,Car,Speeding,40.63481881,-74.11847495,High
01-02-2025,19:53:45,Rain,Good,Evening,High,Head-on,Motorcycle,Distracted Driving,40.59638716,-74.09885178,High
18-08-2025,02:47:35,Rain,Good,Night,Low,Side,Car,Weather,40.9004657,-73.86791965,Medium
22-01-2025,07:34:08,Clear,Moderate,Morning,Medium,Rollover,Motorcycle,Speeding,40.80583444,-73.93585774,Medium
07-05-2025,23:25:23,Clear,Good,Evening,Medium,Rear-end,Bicycle,Speeding,40.86980936,-73.99271036,Low
22-07-2025,10:05:59,Rain,Moderate,Morning,Low,Side,Car,Speeding,40.58312799,-74.01447957,Low
03-04-2025,10:53:24,Clear,Moderate,Morning,Low,Rollover,Motorcycle,Weather,40.84661951,-73.77694229,Medium
19-03-2025,20:07:55,Snow,Moderate,Evening,Low,Side,Motorcycle,Other,40.90498974,-73.98210162,Medium
07-04-2025,03:21:01,Clear,Good,Night,Low,Head-on,Truck,Weather,40.59587527,-74.04971989,Medium
10-02-2025,15:44:24,Snow,Moderate,Afternoon,Medium,Head-on,Car,Running Red Light,40.59843667,-73.80709501,Medium
07-04-2025,20:32:32,Snow,Moderate,Evening,Medium,Rollover,Car,Mechanical Failure,40.74990608,-74.14445209,High
05-07-2025,12:51:28,Snow,Good,Morning,Low,Rollover,Motorcycle,Running Red Light,40.91814426,-73.99712028,Medium
11-03-2025,20:18:42,Snow,Good,Evening,Medium,Other,Pedestrian,Mechanical Failure,40.8061286,-73.83044229,Medium
02-05-2025,11:32:47,Rain,Good,Morning,High,Side,Motorcycle,Mechanical Failure,40.80707936,-73.77346955,Medium
20-04-2025,08:25:33,Snow,Poor,Morning,High,Other,Car,Distracted Driving,40.58308018,-74.09441423,Medium
28-01-2025,13:31:26,Snow,Good,Afternoon,Low,Side,Bicycle,Distracted Driving,40.57186705,-73.80162253,Low
04-07-2025,01:24:37,Snow,Good,Night,Medium,Rear-end,Motorcycle,Speeding,40.76747823,-74.04537211,Medium
19-02-2025,05:54:09,Clear,Poor,Night,Low,Other,Motorcycle,Distracted Driving,40.84721704,-73.75935704,Medium
04-03-2025,07:48:55,Rain,Good,Morning,High,Rear-end,Car,Running Red Light,40.870632,-73.90407571,Medium
03-07-2025,08:57:13,Clear,Poor,Morning,Medium,Rear-end,Car,Other,40.72037185,-73.85607657,Low
13-08-2025,21:47:33,Rain,Moderate,Evening,Medium,Rear-end,Motorcycle,Alcohol,40.80482346,-74.14497931,Medium
08-03-2025,14:09:31,Clear,Good,Afternoon,High,Head-on,Car,Speeding,40.73388913,-73.92489972,Medium
25-06-2025,19:05:43,Clear,Good,Evening,Medium,Head-on,Motorcycle,Distracted Driving,40.88464227,-74.00994357,Medium
04-06-2025,02:38:12,Clear,Good,Night,Medium,Head-on,Motorcycle,Alcohol,40.78991868,-73.94318291,Medium
15-02-2025,02:49:50,Clear,Good,Night,Medium,Rollover,Car,Distracted Driving,40.69769734,-73.76771004,Medium
08-08-2025,15:53:16,Clear,Moderate,Afternoon,Medium,Head-on,Car,Speeding,40.77947837,-73.90069994,Medium
14-03-2025,23:02:25,Fog,Moderate,Evening,Medium,Rollover,Car,Distracted Driving,40.8369148,-74.1181292,High
03-07-2025,18:11:36,Clear,Poor,Afternoon,High,Other,Car,Speeding,40.63043978,-73.76809857,Medium
15-08-2025,10:48:43,Rain,Good,Morning,Low,Head-on,Car,Mechanical Failure,40.83495354,-73.89673977,Medium
23-05-2025,02:19:45,Rain,Good,Night,High,Rear-end,Truck,Weather,40.55206591,-74.01211918,Medium
07-01-2025,22:05:04,Rain,Moderate,Evening,Low,Head-on,Pedestrian,Distracted Driving,40.90365513,-74.13668123,High
11-06-2025,08:53:22,Rain,Poor,Morning,Medium,Other,Motorcycle,Running Red Light,40.9005491,-73.87536411,Medium
22-05-2025,08:44:26,Clear,Good,Morning,Medium,Side,Car,Alcohol,40.74071626,-73.85432352,Low
25-08-2025,22:26:32,Snow,Poor,Evening,High,Rollover,Bicycle,Speeding,40.72582151,-73.90601684,High
28-07-2025,06:24:36,Clear,Construction,Night,High,Other,Car,Weather,40.74833791,-73.79148253,Medium
16-03-2025,21:57:32,Clear,Good,Evening,Medium,Side,Motorcycle,Speeding,40.65857218,-73.76866533,Low
27-02-2025,10:17:08,Snow,Poor,Morning,Low,Other,Motorcycle,Running Red Light,40.68843058,-74.012098,Medium
11-03-2025,13:30:24,Clear,Good,Afternoon,Jam,Rear-end,Motorcycle,Mechanical Failure,40.73964273,-73.70174196,Low
26-04-2025,17:14:41,Clear,Good,Afternoon,Jam,Rollover,Truck,Speeding,40.82729311,-73.80779817,Medium
10-08-2025,16:52:31,Clear,Good,Afternoon,Low,Rollover,Truck,Distracted Driving,40.83226364,-73.98016022,Medium
16-06-2025,21:15:34,Rain,Good,Evening,Medium,Side,Car,Weather,40.69657459,-73.98503696,Medium
27-03-2025,03:15:40,Rain,Good,Night,Low,Side,Motorcycle,Speeding,40.59863201,-74.05240684,Medium
09-05-2025,23:59:12,Clear,Good,Evening,Low,Side,Car,Alcohol,40.62363936,-73.88207184,Low
02-08-2025,13:50:59,Rain,Good,Afternoon,Medium,Side,Car,Distracted Driving,40.82503248,-73.85024488,Low
29-06-2025,05:30:15,Snow,Moderate,Night,High,Head-on,Car,Speeding,40.60984082,-74.08132852,High
17-02-2025,04:41:56,Clear,Good,Night,Low,Rollover,Bicycle,Distracted Driving,40.6414088,-73.9999451,Medium
21-04-2025,02:13:17,Clear,Good,Night,High,Other,Pedestrian,Mechanical Failure,40.88544681,-73.74718154,Medium
07-07-2025,11:45:29,Clear,Poor,Morning,High,Other,Car,Other,40.6628599,-74.12895586,Medium
28-04-2025,08:41:46,Clear,Moderate,Morning,Medium,Rollover,Car,Speeding,40.70712819,-73.82483818,Medium
03-06-2025,01:50:39,Clear,Good,Night,Medium,Rollover,Car,Running Red Light,40.77384831,-73.92811344,Medium
18-06-2025,14:56:14,Fog,Good,Afternoon,Medium,Rear-end,Truck,Alcohol,40.77601598,-74.04524431,Low
30-07-2025,04:51:06,Fog,Poor,Night,Medium,Rollover,Car,Weather,40.70121509,-74.0673879,High
03-05-2025,16:00:29,Clear,Moderate,Afternoon,High,Rollover,Car,Alcohol,40.66042211,-73.84927968,Medium
28-02-2025,18:19:58,Clear,Moderate,Afternoon,Medium,Rear-end,Motorcycle,Weather,40.7957311,-73.87353537,Low
28-03-2025,18:15:10,Rain,Moderate,Afternoon,Medium,Other,Car,Distracted Driving,40.63366482,-73.98174794,Low
05-04-2025,20:36:50,Snow,Construction,Evening,Medium,Head-on,Motorcycle,Distracted Driving,40.59366743,-73.79546109,High
14-01-2025,23:14:21,Clear,Poor,Evening,Low,Rear-end,Car,Speeding,40.73100217,-73.72569947,Medium
26-03-2025,19:35:41,Clear,Moderate,Evening,Medium,Rear-end,Car,Distracted Driving,40.60601558,-73.90631448,Low
08-02-2025,23:10:12,Rain,Moderate,Evening,Medium,Rollover,Car,Weather,40.89506623,-74.08446265,High
10-01-2025,00:19:59,Rain,Good,Night,Low,Head-on,Motorcycle,Alcohol,40.89391153,-74.14632301,High
11-04-2025,03:33:51,Rain,Good,Night,High,Head-on,Car,Weather,40.85236269,-73.82155107,High
24-06-2025,06:56:00,Fog,Moderate,Night,Low,Other,Car,Distracted Driving,40.71111409,-73.95601662,Medium
11-04-2025,14:54:30,Rain,Good,Afternoon,Low,Other,Truck,Alcohol,40.86475111,-74.01267387,Low
23-07-2025,06:29:08,Rain,Poor,Night,Low,Other,Motorcycle,Distracted Driving,40.87384924,-73.89924276,Medium
12-06-2025,17:34:13,Clear,Good,Afternoon,Jam,Rear-end,Bus,Running Red Light,40.68863457,-73.89099618,Low
03-03-2025,08:39:32,Rain,Moderate,Morning,High,Rear-end,Pedestrian,Mechanical Failure,40.64643563,-73.87562753,Medium
27-08-2025,04:14:26,Rain,Good,Night,Medium,Side,Car,Mechanical Failure,40.57421373,-74.14555808,Medium
23-02-2025,02:32:14,Rain,Construction,Night,Medium,Side,Car,Speeding,40.7596004,-74.1134984,Medium
25-08-2025,05:41:02,Rain,Good,Night,Low,Other,Bus,Mechanical Failure,40.71132308,-73.9990496,Medium
16-02-2025,07:01:34,Rain,Construction,Morning,High,Head-on,Car,Alcohol,40.76588478,-73.92584734,High
03-05-2025,02:09:00,Clear,Poor,Night,Medium,Head-on,Motorcycle,Weather,40.90441276,-74.05877477,High
17-02-2025,13:30:04,Clear,Good,Afternoon,Low,Other,Bus,Weather,40.7835678,-74.12304167,Low
21-04-2025,11:27:06,Rain,Moderate,Morning,Medium,Other,Motorcycle,Mechanical Failure,40.88765533,-73.86866938,Low
03-02-2025,00:49:50,Clear,Good,Night,Medium,Head-on,Motorcycle,Alcohol,40.63693652,-73.92268066,Medium
08-07-2025,21:22:11,Clear,Moderate,Evening,Medium,Side,Car,Running Red Light,40.6915763,-73.72640061,Low
03-06-2025,17:54:52,Rain,Good,Afternoon,Medium,Rear-end,Car,Speeding,40.76662171,-73.71958624,Low
15-05-2025,16:48:07,Clear,Moderate,Afternoon,Jam,Head-on,Motorcycle,Speeding,40.57486002,-73.7798209,Medium
03-06-2025,23:05:13,Rain,Good,Evening,High,Side,Motorcycle,Alcohol,40.89033046,-73.97977369,Medium
16-02-2025,23:27:28,Clear,Moderate,Evening,Medium,Other,Car,Distracted Driving,40.57488181,-73.74647432,Low
02-04-2025,03:04:51,Clear,Moderate,Night,High,Head-on,Motorcycle,Distracted Driving,40.91484466,-73.83188775,High
13-02-2025,20:19:00,Rain,Poor,Evening,Jam,Rollover,Motorcycle,Alcohol,40.5824787,-74.09237458,High
02-07-2025,23:14:18,Clear,Poor,Evening,Medium,Other,Truck,Mechanical Failure,40.79680961,-73.78399363,Medium
06-03-2025,07:50:05,Rain,Poor,Morning,Medium,Other,Car,Alcohol,40.55567553,-73.93848323,Medium
01-07-2025,19:41:29,Rain,Good,Evening,Low,Rear-end,Truck,Weather,40.67190152,-73.80003947,Medium
12-06-2025,18:38:38,Clear,Good,Afternoon,Medium,Side,Motorcycle,Speeding,40.83482729,-74.12311205,Low
02-07-2025,21:58:37,Clear,Good,Evening,Medium,Other,Motorcycle,Weather,40.56014877,-73.72582988,Low
03-07-2025,10:19:35,Fog,Good,Morning,Low,Other,Car,Speeding,40.76449168,-74.01266825,Low
22-06-2025,17:16:38,Rain,Poor,Afternoon,Medium,Other,Car,Running Red Light,40.72199924,-73.75159925,Medium
09-07-2025,03:07:30,Snow,Moderate,Night,Low,Head-on,Car,Speeding,40.8286035,-74.04465399,High
12-04-2025,21:59:46,Snow,Good,Evening,Medium,Other,Car,Running Red Light,40.67506451,-73.97730929,Medium
12-06-2025,17:01:05,Rain,Good,Afternoon,Low,Rear-end,Car,Speeding,40.73659632,-74.1184587,Low
24-07-2025,16:07:46,Clear,Poor,Afternoon,Jam,Other,Car,Distracted Driving,40.56716996,-73.70406358,Medium
25-03-2025,18:49:47,Clear,Moderate,Afternoon,Low,Head-on,Car,Speeding,40.89800768,-73.81198098,Medium
19-08-2025,06:13:08,Clear,Moderate,Night,High,Rear-end,Truck,Weather,40.88901665,-73.88354112,Medium
10-08-2025,19:28:48,Clear,Good,Evening,Low,Rear-end,Car,Speeding,40.91506453,-73.73774619,Low
05-06-2025,17:50:44,Clear,Good,Afternoon,Medium,Rear-end,Pedestrian,Distracted Driving,40.68665336,-74.00356983,Low
04-05-2025,17:07:57,Clear,Poor,Afternoon,High,Rear-end,Car,Running Red Light,40.68354559,-73.99859909,Medium
01-06-2025,22:20:10,Clear,Poor,Evening,Low,Side,Bicycle,Weather,40.82225331,-74.01146689,Medium
21-08-2025,05:24:34,Rain,Good,Night,High,Head-on,Car,Alcohol,40.57868731,-73.95801502,High
16-05-2025,06:10:14,Clear,Moderate,Night,Low,Other,Truck,Alcohol,40.76936834,-74.07489984,Low
04-05-2025,15:55:44,Rain,Moderate,Afternoon,High,Other,Truck,Speeding,40.81514361,-73.90539246,Medium
12-08-2025,02:12:30,Clear,Poor,Night,Medium,Other,Car,Distracted Driving,40.91090864,-73.95589278,Medium
25-05-2025,16:35:40,Clear,Good,Afternoon,High,Rear-end,Car,Other,40.85577513,-73.90155591,Low
02-05-2025,19:10:01,Rain,Good,Evening,Medium,Side,Car,Speeding,40.66591817,-74.01086747,Medium
05-05-2025,18:58:21,Rain,Moderate,Afternoon,Medium,Rear-end,Motorcycle,Distracted Driving,40.76008489,-74.04150943,Low
27-03-2025,19:21:58,Fog,Good,Evening,Low,Other,Bicycle,Mechanical Failure,40.74678058,-73.76437502,Medium
01-01-2025,18:47:41,Rain,Moderate,Afternoon,Medium,Side,Car,Distracted Driving,40.57532565,-73.8541136,Low
31-07-2025,16:55:17,Clear,Good,Afternoon,Low,Rear-end,Car,Other,40.75531831,-73.70315722,Low
12-05-2025,00:14:07,Rain,Good,Night,Low,Rear-end,Car,Speeding,40.6313889,-73.72971906,Medium
31-03-2025,09:47:06,Clear,Good,Morning,Medium,Rear-end,Car,Weather,40.81050591,-74.11809368,Low
21-03-2025,20:01:13,Clear,Moderate,Evening,High,Other,Truck,Weather,40.81282737,-74.058356,Medium
23-04-2025,02:43:19,Clear,Moderate,Night,High,Rear-end,Car,Speeding,40.81547612,-73.77368891,Medium
16-02-2025,07:56:21,Clear,Good,Morning,Medium,Rollover,Truck,Speeding,40.83081485,-73.88042187,Medium
13-02-2025,17:15:41,Clear,Moderate,Afternoon,Medium,Head-on,Car,Distracted Driving,40.85779139,-73.82611105,Medium
26-04-2025,05:32:31,Rain,Good,Night,High,Rollover,Car,Mechanical Failure,40.77989554,-74.05539717,High
27-02-2025,03:18:30,Snow,Good,Night,High,Other,Car,Distracted Driving,40.65766327,-73.71125879,Medium
05-02-2025,04:49:01,Rain,Good,Night,Jam,Other,Car,Speeding,40.73254223,-74.00626191,Medium
27-01-2025,14:32:36,Clear,Moderate,Afternoon,Low,Rollover,Car,Distracted Driving,40.61591673,-74.07717713,Medium
20-04-2025,20:56:29,Clear,Good,Evening,Low,Other,Motorcycle,Weather,40.89961384,-74.03518042,Low
17-03-2025,21:09:28,Clear,Moderate,Evening,Medium,Side,Motorcycle,Distracted Driving,40.86083664,-74.02898989,Low
16-08-2025,17:00:34,Clear,Construction,Afternoon,Medium,Rear-end,Bus,Weather,40.83968614,-73.99649026,Low
03-08-2025,10:39:16,Snow,Moderate,Morning,High,Rear-end,Car,Distracted Driving,40.63023862,-74.02678591,Medium
18-04-2025,16:54:08,Clear,Good,Afternoon,Medium,Head-on,Truck,Mechanical Failure,40.86217457,-74.04526233,Medium
09-05-2025,23:08:41,Clear,Good,Evening,Medium,Rollover,Car,Distracted Driving,40.6446714,-73.88724671,Medium
19-07-2025,12:56:57,Rain,Poor,Morning,Medium,Head-on,Truck,Speeding,40.86540564,-73.94886061,High
04-01-2025,10:59:43,Clear,Moderate,Morning,Low,Other,Car,Other,40.73794011,-73.70696242,Low
08-02-2025,15:50:16,Clear,Good,Afternoon,Medium,Other,Car,Distracted Driving,40.68546736,-73.91552481,Low
10-08-2025,04:34:55,Rain,Good,Night,High,Rear-end,Car,Alcohol,40.78682661,-73.89157665,Medium
18-08-2025,17:19:47,Clear,Moderate,Afternoon,Low,Head-on,Motorcycle,Mechanical Failure,40.75604442,-73.85003761,Medium
30-04-2025,11:02:16,Clear,Moderate,Morning,High,Rollover,Car,Alcohol,40.66876208,-73.81002137,Medium
26-04-2025,05:52:48,Clear,Good,Night,High,Rear-end,Motorcycle,Mechanical Failure,40.76139367,-73.88044675,Medium
06-05-2025,07:10:53,Clear,Poor,Morning,High,Side,Car,Speeding,40.87737731,-73.77567085,Medium
15-03-2025,10:11:42,Rain,Moderate,Morning,Medium,Rear-end,Car,Speeding,40.7375978,-73.78759538,Low
16-06-2025,00:05:26,Clear,Good,Night,Medium,Rear-end,Motorcycle,Weather,40.78472835,-73.88683768,Low
29-07-2025,07:00:01,Clear,Good,Morning,Medium,Rear-end,Truck,Speeding,40.66100733,-74.12811634,Low
27-02-2025,12:46:49,Clear,Construction,Morning,Medium,Side,Truck,Distracted Driving,40.66694508,-73.76304514,Low
20-08-2025,07:40:39,Rain,Good,Morning,Medium,Head-on,Truck,Distracted Driving,40.85408132,-74.05360228,Medium
09-03-2025,05:48:21,Rain,Good,Night,Medium,Rollover,Pedestrian,Distracted Driving,40.90028235,-73.83810096,High
04-07-2025,16:10:43,Clear,Good,Afternoon,High,Rollover,Car,Alcohol,40.76705583,-73.84639753,Medium
24-04-2025,05:53:24,Clear,Moderate,Night,Low,Rear-end,Bus,Speeding,40.84222122,-73.82157969,Low
16-01-2025,12:24:43,Clear,Good,Morning,Medium,Rollover,Bicycle,Running Red Light,40.55946886,-74.10099183,Medium
09-04-2025,16:50:35,Fog,Moderate,Afternoon,Medium,Rollover,Motorcycle,Running Red Light,40.7144154,-74.13715013,Medium
08-04-2025,09:33:44,Snow,Moderate,Morning,High,Other,Car,Running Red Light,40.89061164,-73.93332606,Medium
02-07-2025,17:30:03,Clear,Moderate,Afternoon,Medium,Side,Truck,Distracted Driving,40.69868362,-73.84639507,Low
20-07-2025,04:36:41,Clear,Good,Night,Low,Head-on,Car,Weather,40.6657094,-73.86583428,Medium
12-07-2025,20:41:28,Snow,Good,Evening,Jam,Side,Car,Speeding,40.63650086,-74.09473089,Medium
